phen1	phen2	rho	rho.lower	rho.upper	r2	r2.lower	r2.upper	p	p_method	retinal_trait	systemic_disease	pair_key	locus_index	locus_id	chr	start	stop	n_snps	univ_p_retina	univ_p_systemic	retinal_domain	admission_reason	p_local_rg	local_rg	q_lava_global	q_lava_pair	qc_flag
ret_macular_total_left	sys_ad_kunkle2019	-0.189177	-1	0.56859	0.035788	0	1	0.636387323645521	LAVA_rho_CI_normal_approximation_two_sided	ret_macular_total_left	sys_ad_kunkle2019	ret_macular_total_left__sys_ad_kunkle2019	478	478	3	65326752	66702084	350	0.00891421	0.0027075	outer_retina	PREDEFINED_BIOLOGY_PRIORITY	0.636387323645521	-0.189177	0.9662751830063139	0.8948070312756539	
ret_art_tort	sys_cad_nikpay2015	0.44021	-0.15599	1	0.193785	0	1	0.135505489846318	LAVA_rho_CI_normal_approximation_two_sided	ret_art_tort	sys_cad_nikpay2015	ret_art_tort__sys_cad_nikpay2015	478	478	3	65326752	66702084	350	0.0167878	7.67835e-05	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.135505489846318	0.44021	0.5646174917293908	0.5077341857550831	
ret_art_tort	sys_t2d_scott2017	0.40198	-0.41587	1	0.161588	0	1	0.265748066687491	LAVA_rho_CI_normal_approximation_two_sided	ret_art_tort	sys_t2d_scott2017	ret_art_tort__sys_t2d_scott2017	478	478	3	65326752	66702084	350	0.0167878	0.0077699	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.265748066687491	0.40198	0.7611502541513294	0.7783826811461655	
ret_art_tort	sys_ckd_wuttke2019	-0.454536	-1	0.06046	0.206603	0	1	0.0929251063417592	LAVA_rho_CI_normal_approximation_two_sided	ret_art_tort	sys_ckd_wuttke2019	ret_art_tort__sys_ckd_wuttke2019	478	478	3	65326752	66702084	350	0.0167878	8.50736e-08	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.0929251063417592	-0.454536	0.4686113115594769	0.49476340403585306	
ret_crve	sys_cad_nikpay2015	0.147648	-0.38665	0.75632	0.0217998	0	0.59884	0.612594593612539	LAVA_rho_CI_normal_approximation_two_sided	ret_crve	sys_cad_nikpay2015	ret_crve__sys_cad_nikpay2015	478	478	3	65326752	66702084	350	0.00111562	7.67835e-05	microvasculature	NOMINAL_P<0.05_AND_ABS_RG>=0.10;PREDEFINED_BIOLOGY_PRIORITY	0.612594593612539	0.147648	0.9606498434182468	0.9380926164872612	
ret_crve	sys_t2d_scott2017	0.369945	-0.26859	1	0.13686	0	1	0.252986431189958	LAVA_rho_CI_normal_approximation_two_sided	ret_crve	sys_t2d_scott2017	ret_crve__sys_t2d_scott2017	478	478	3	65326752	66702084	350	0.00111562	0.0077699	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.252986431189958	0.369945	0.7464446967513845	0.7608749640210822	
ret_crve	sys_ckd_wuttke2019	-0.326893	-0.89703	0.10894	0.106859	0	0.80825	0.202736973606536	LAVA_rho_CI_normal_approximation_two_sided	ret_crve	sys_ckd_wuttke2019	ret_crve__sys_ckd_wuttke2019	478	478	3	65326752	66702084	350	0.00111562	8.50736e-08	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.202736973606536	-0.326893	0.6850978158081227	0.6994906008794228	
ret_avr	sys_cad_nikpay2015	-0.129949	-0.79944	0.47015	0.0168867	0	0.69717	0.688254782398706	LAVA_rho_CI_normal_approximation_two_sided	ret_avr	sys_cad_nikpay2015	ret_avr__sys_cad_nikpay2015	478	478	3	65326752	66702084	350	0.00362811	7.67835e-05	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.688254782398706	-0.129949	0.9765375032368246	0.9692817466557914	
ret_avr	sys_t2d_scott2017	-0.473675	-1	0.19273	0.224368	0	1	0.119531952724136	LAVA_rho_CI_normal_approximation_two_sided	ret_avr	sys_t2d_scott2017	ret_avr__sys_t2d_scott2017	478	478	3	65326752	66702084	350	0.00362811	0.0077699	microvasculature	NOMINAL_P<0.05_AND_ABS_RG>=0.10;PREDEFINED_BIOLOGY_PRIORITY	0.119531952724136	-0.473675	0.5290943240225104	0.4966496137183825	
ret_avr	sys_ckd_wuttke2019	0.199339	-0.30061	0.78614	0.039736	0	0.63484	0.47212885968151	LAVA_rho_CI_normal_approximation_two_sided	ret_avr	sys_ckd_wuttke2019	ret_avr__sys_ckd_wuttke2019	478	478	3	65326752	66702084	350	0.00362811	8.50736e-08	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.47212885968151	0.199339	0.9130486722835188	0.9619855814630809	
ret_ven_density	sys_cad_nikpay2015	0.243567	-0.19029	0.74382	0.0593251	0	0.55327	0.306727866212604	LAVA_rho_CI_normal_approximation_two_sided	ret_ven_density	sys_cad_nikpay2015	ret_ven_density__sys_cad_nikpay2015	478	478	3	65326752	66702084	350	6.27254e-06	7.67835e-05	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.306727866212604	0.243567	0.8081374450307488	0.7342902505167722	
ret_ven_density	sys_t2d_scott2017	0.0694217	-0.53533	0.74183	0.00481937	0	0.63408	0.83127017613305	LAVA_rho_CI_normal_approximation_two_sided	ret_ven_density	sys_t2d_scott2017	ret_ven_density__sys_t2d_scott2017	478	478	3	65326752	66702084	350	6.27254e-06	0.0077699	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.83127017613305	0.0694217	0.9935316949449626	0.9823685928703233	
ret_ven_density	sys_ckd_wuttke2019	0.0163116	-0.38526	0.41319	0.000266068	0	0.21541	0.936173209927534	LAVA_rho_CI_normal_approximation_two_sided	ret_ven_density	sys_ckd_wuttke2019	ret_ven_density__sys_ckd_wuttke2019	478	478	3	65326752	66702084	350	6.27254e-06	8.50736e-08	microvasculature	NOMINAL_P<0.05_AND_ABS_RG>=0.10;PREDEFINED_BIOLOGY_PRIORITY	0.936173209927534	0.0163116	0.9985897938128142	0.9946840355480049	
ret_art_tort	sys_t2d_scott2017	-0.243111	-0.94489	0.31729	0.0591032	0	0.90563	0.450233908832229	LAVA_rho_CI_normal_approximation_two_sided	ret_art_tort	sys_t2d_scott2017	ret_art_tort__sys_t2d_scott2017	479	479	3	66702085	67454740	283	1.54772e-06	0.00697802	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.450233908832229	-0.243111	0.9014516759536703	0.8666043148078518	
ret_ven_tort	sys_t2d_scott2017	0.251553	-0.62185	1	0.0632787	0	1	0.543193673252532	LAVA_rho_CI_normal_approximation_two_sided	ret_ven_tort	sys_t2d_scott2017	ret_ven_tort__sys_t2d_scott2017	479	479	3	66702085	67454740	283	0.0180456	0.00697802	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.543193673252532	0.251553	0.9382601784168499	0.9023150718480598	
ret_ven_tort	sys_cad_nikpay2015	0.72561	-0.22042	1	0.52651	0	1	0.0197732470882602	LAVA_rho_CI_normal_approximation_two_sided	ret_ven_tort	sys_cad_nikpay2015	ret_ven_tort__sys_cad_nikpay2015	480	480	3	67454741	68319770	213	0.0413203	0.0445038	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.0197732470882602	0.72561	0.17636621295138025	0.191729878016523	
ret_ven_tort	sys_t2d_scott2017	-0.0944459	-1	0.86783	0.00892002	0	1	0.842881375093091	LAVA_rho_CI_normal_approximation_two_sided	ret_ven_tort	sys_t2d_scott2017	ret_ven_tort__sys_t2d_scott2017	480	480	3	67454741	68319770	213	0.0413203	0.000289082	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.842881375093091	-0.0944459	0.995144758317208	0.9688671077420179	
ret_crve	sys_cad_nikpay2015	0.335983	-0.82979	1	0.112885	0	1	0.471666211465059	LAVA_rho_CI_normal_approximation_two_sided	ret_crve	sys_cad_nikpay2015	ret_crve__sys_cad_nikpay2015	480	480	3	67454741	68319770	213	0.0251101	0.0445038	microvasculature	NOMINAL_P<0.05_AND_ABS_RG>=0.10;PREDEFINED_BIOLOGY_PRIORITY	0.471666211465059	0.335983	0.9130486722835188	0.8944032326887039	
ret_crve	sys_t2d_scott2017	0.329232	-0.43257	1	0.108394	0	1	0.367655072029722	LAVA_rho_CI_normal_approximation_two_sided	ret_crve	sys_t2d_scott2017	ret_crve__sys_t2d_scott2017	480	480	3	67454741	68319770	213	0.0251101	0.000289082	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.367655072029722	0.329232	0.8552760391264003	0.8402404334643073	
ret_art_density	sys_cad_nikpay2015	-0.0272549	-1	1	0.000742831	0	1	0.957398367864456	LAVA_rho_CI_normal_approximation_two_sided	ret_art_density	sys_cad_nikpay2015	ret_art_density__sys_cad_nikpay2015	480	480	3	67454741	68319770	213	0.0342107	0.0445038	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.957398367864456	-0.0272549	0.9985897938128142	0.9859313248107526	
ret_art_density	sys_t2d_scott2017	-0.258395	-1	0.54759	0.0667679	0	1	0.512793001293398	LAVA_rho_CI_normal_approximation_two_sided	ret_art_density	sys_t2d_scott2017	ret_art_density__sys_t2d_scott2017	480	480	3	67454741	68319770	213	0.0342107	0.000289082	microvasculature	NOMINAL_P<0.05_AND_ABS_RG>=0.10;PREDEFINED_BIOLOGY_PRIORITY	0.512793001293398	-0.258395	0.9269586155964054	0.9212891209677997	
ret_ven_density	sys_cad_nikpay2015	0.338056	-0.40794	1	0.114282	0	1	0.34660163381921	LAVA_rho_CI_normal_approximation_two_sided	ret_ven_density	sys_cad_nikpay2015	ret_ven_density__sys_cad_nikpay2015	480	480	3	67454741	68319770	213	1.41584e-05	0.0445038	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.34660163381921	0.338056	0.8421301047696371	0.7742633271606546	
ret_ven_density	sys_t2d_scott2017	0.0457022	-0.48221	0.60642	0.00208869	0	0.42163	0.8692871507925	LAVA_rho_CI_normal_approximation_two_sided	ret_ven_density	sys_t2d_scott2017	ret_ven_density__sys_t2d_scott2017	480	480	3	67454741	68319770	213	1.41584e-05	0.000289082	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.8692871507925	0.0457022	0.9966166907042846	0.9867927688269762	
ret_gcipl_left	sys_stroke_megastroke2018	0.599113	-0.28	1	0.358936	0	1	0.066542762670591	LAVA_rho_CI_normal_approximation_two_sided	ret_gcipl_left	sys_stroke_megastroke2018	ret_gcipl_left__sys_stroke_megastroke2018	481	481	3	68319771	69784969	491	0.0351109	0.0291802	neuroretina	NOMINAL_P<0.05_AND_ABS_RG>=0.10	0.066542762670591	0.599113	0.38445482646668266	0.3421016794712949	
ret_inl_left	sys_stroke_megastroke2018	0.366094	-0.33428	1	0.134025	0	1	0.282136186463538	LAVA_rho_CI_normal_approximation_two_sided	ret_inl_left	sys_stroke_megastroke2018	ret_inl_left__sys_stroke_megastroke2018	481	481	3	68319771	69784969	491	0.000373223	0.0291802	neuroretina	NOMINAL_P<0.05_AND_ABS_RG>=0.10	0.282136186463538	0.366094	0.7805719649074618	0.7738511190356465	
ret_elm_isos_left	sys_ckd_wuttke2019	-0.140376	-1	1	0.0197055	0	1	0.783214901000769	LAVA_rho_CI_normal_approximation_two_sided	ret_elm_isos_left	sys_ckd_wuttke2019	ret_elm_isos_left__sys_ckd_wuttke2019	481	481	3	68319771	69784969	491	0.0331265	0.0410419	outer_retina	NOMINAL_P<0.05_AND_ABS_RG>=0.10	0.783214901000769	-0.140376	0.9895936761793103	0.9702253257458677	
ret_art_tort	sys_stroke_megastroke2018	0.818649	0.21095	1	0.670186	0.04605	1	4.76277416637706e-05	LAVA_rho_CI_normal_approximation_two_sided	ret_art_tort	sys_stroke_megastroke2018	ret_art_tort__sys_stroke_megastroke2018	481	481	3	68319771	69784969	491	0.00019305	0.0291802	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	4.76277416637706e-05	0.818649	0.0014674586451660348	0.0015312318944902248	
ret_art_tort	sys_ckd_wuttke2019	0.397729	-0.3233	1	0.158188	0	1	0.238729842885747	LAVA_rho_CI_normal_approximation_two_sided	ret_art_tort	sys_ckd_wuttke2019	ret_art_tort__sys_ckd_wuttke2019	481	481	3	68319771	69784969	491	0.00019305	0.0410419	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.238729842885747	0.397729	0.7301837828784598	0.7459262773066467	
ret_ven_tort	sys_stroke_megastroke2018	0.446054	-0.50581	1	0.198964	0	1	0.245573271091796	LAVA_rho_CI_normal_approximation_two_sided	ret_ven_tort	sys_stroke_megastroke2018	ret_ven_tort__sys_stroke_megastroke2018	481	481	3	68319771	69784969	491	0.0234677	0.0291802	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.245573271091796	0.446054	0.7373196438771455	0.7258856983742794	
ret_ven_tort	sys_ckd_wuttke2019	0.356096	-0.68549	1	0.126804	0	1	0.40757476294463	LAVA_rho_CI_normal_approximation_two_sided	ret_ven_tort	sys_ckd_wuttke2019	ret_ven_tort__sys_ckd_wuttke2019	481	481	3	68319771	69784969	491	0.0234677	0.0410419	microvasculature	NOMINAL_P<0.05_AND_ABS_RG>=0.10;PREDEFINED_BIOLOGY_PRIORITY	0.40757476294463	0.356096	0.8786749716999402	0.8653493500642584	
ret_crae	sys_stroke_megastroke2018	0.485933	-0.21092	1	0.23613	0	1	0.115710175791554	LAVA_rho_CI_normal_approximation_two_sided	ret_crae	sys_stroke_megastroke2018	ret_crae__sys_stroke_megastroke2018	481	481	3	68319771	69784969	491	0.000534428	0.0291802	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.115710175791554	0.485933	0.5207545868830253	0.49928485302182357	
ret_crae	sys_ckd_wuttke2019	0.204775	-0.65398	1	0.0419329	0	1	0.627452082269501	LAVA_rho_CI_normal_approximation_two_sided	ret_crae	sys_ckd_wuttke2019	ret_crae__sys_ckd_wuttke2019	481	481	3	68319771	69784969	491	0.000534428	0.0410419	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.627452082269501	0.204775	0.9648426640497911	0.9382999922128613	
ret_crae	sys_sle_bentham2015	-0.446668	-1	-0.00269	0.199512	0.00267	1	0.0791517723452814	LAVA_rho_CI_normal_approximation_two_sided	ret_crae	sys_sle_bentham2015	ret_crae__sys_sle_bentham2015	481	481	3	68319771	69784969	491	0.000534428	5.16516e-06	microvasculature	NOMINAL_P<0.05_AND_ABS_RG>=0.10	0.0791517723452814	-0.446668	0.426254913454899	0.41740192447706986	
ret_crae	sys_ibd_delange2017	-0.0744252	-0.59031	0.41655	0.00553912	0	0.37813	0.772004661355214	LAVA_rho_CI_normal_approximation_two_sided	ret_crae	sys_ibd_delange2017	ret_crae__sys_ibd_delange2017	481	481	3	68319771	69784969	491	0.000534428	4.27047e-06	microvasculature	NOMINAL_P<0.05_AND_ABS_RG>=0.10	0.772004661355214	-0.0744252	0.9884482861001088	0.9824806274640501	
ret_crve	sys_stroke_megastroke2018	0.267402	-0.51773	1	0.0715037	0	1	0.48979531100609	LAVA_rho_CI_normal_approximation_two_sided	ret_crve	sys_stroke_megastroke2018	ret_crve__sys_stroke_megastroke2018	481	481	3	68319771	69784969	491	0.00115148	0.0291802	microvasculature	NOMINAL_P<0.05_AND_ABS_RG>=0.10;PREDEFINED_BIOLOGY_PRIORITY	0.48979531100609	0.267402	0.9210439638176091	0.9185523005798101	
ret_crve	sys_ckd_wuttke2019	0.437087	-0.32278	1	0.191045	0	1	0.195229110350625	LAVA_rho_CI_normal_approximation_two_sided	ret_crve	sys_ckd_wuttke2019	ret_crve__sys_ckd_wuttke2019	481	481	3	68319771	69784969	491	0.00115148	0.0410419	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.195229110350625	0.437087	0.672034290857165	0.691656223496376	
ret_avr	sys_stroke_megastroke2018	0.0927182	-0.84068	1	0.00859666	0	1	0.843472684912317	LAVA_rho_CI_normal_approximation_two_sided	ret_avr	sys_stroke_megastroke2018	ret_avr__sys_stroke_megastroke2018	481	481	3	68319771	69784969	491	0.00194006	0.0291802	microvasculature	NOMINAL_P<0.05_AND_ABS_RG>=0.10;PREDEFINED_BIOLOGY_PRIORITY	0.843472684912317	0.0927182	0.995144758317208	0.9758766730516363	
ret_avr	sys_ckd_wuttke2019	-0.17185	-1	0.73063	0.0295325	0	1	0.697094684033514	LAVA_rho_CI_normal_approximation_two_sided	ret_avr	sys_ckd_wuttke2019	ret_avr__sys_ckd_wuttke2019	481	481	3	68319771	69784969	491	0.00194006	0.0410419	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.697094684033514	-0.17185	0.9786802731403624	0.9875878168369433	
ret_rnfl_left	sys_pd_nalls2019_clinical	0.335548	-0.32444	1	0.112593	0	1	0.320652899572445	LAVA_rho_CI_normal_approximation_two_sided	ret_rnfl_left	sys_pd_nalls2019_clinical	ret_rnfl_left__sys_pd_nalls2019_clinical	482	482	3	69784970	71223281	297	0.00375194	0.00296012	neuroretina	PREDEFINED_BIOLOGY_PRIORITY	0.320652899572445	0.335548	0.8218451041322887	0.7413114064372863	
ret_gcipl_left	sys_pd_nalls2019_clinical	-0.139577	-0.6924	0.35497	0.0194816	0	0.51066	0.601401361489415	LAVA_rho_CI_normal_approximation_two_sided	ret_gcipl_left	sys_pd_nalls2019_clinical	ret_gcipl_left__sys_pd_nalls2019_clinical	482	482	3	69784970	71223281	297	3.76678e-09	0.00296012	neuroretina	PREDEFINED_BIOLOGY_PRIORITY	0.601401361489415	-0.139577	0.9567045187173111	0.9166595458010024	
ret_inl_left	sys_pd_nalls2019_clinical	0.154676	-0.4548	0.86908	0.0239248	0	0.79235	0.64696235137851	LAVA_rho_CI_normal_approximation_two_sided	ret_inl_left	sys_pd_nalls2019_clinical	ret_inl_left__sys_pd_nalls2019_clinical	482	482	3	69784970	71223281	297	0.000205629	0.00296012	neuroretina	PREDEFINED_BIOLOGY_PRIORITY	0.64696235137851	0.154676	0.9687481903904418	0.9323869181631468	
ret_inl_elm_left	sys_pd_nalls2019_clinical	0.371232	-0.28751	1	0.137814	0	1	0.258372688795334	LAVA_rho_CI_normal_approximation_two_sided	ret_inl_elm_left	sys_pd_nalls2019_clinical	ret_inl_elm_left__sys_pd_nalls2019_clinical	482	482	3	69784970	71223281	297	0.00399642	0.00296012	neuroretina	PREDEFINED_BIOLOGY_PRIORITY	0.258372688795334	0.371232	0.7526003852204362	0.678133743647058	
ret_isos_rpe_left	sys_pd_nalls2019_clinical	-0.478706	-1	0.11766	0.229159	0	1	0.0931621756542594	LAVA_rho_CI_normal_approximation_two_sided	ret_isos_rpe_left	sys_pd_nalls2019_clinical	ret_isos_rpe_left__sys_pd_nalls2019_clinical	482	482	3	69784970	71223281	297	0.00135247	0.00296012	outer_retina	NOMINAL_P<0.05_AND_ABS_RG>=0.10	0.0931621756542594	-0.478706	0.46897040404889556	0.42168142664559516	
ret_macular_total_left	sys_ckd_wuttke2019	0.0194343	-0.54661	0.59418	0.000377692	0	0.45937	0.946757473668865	LAVA_rho_CI_normal_approximation_two_sided	ret_macular_total_left	sys_ckd_wuttke2019	ret_macular_total_left__sys_ckd_wuttke2019	482	482	3	69784970	71223281	297	4.42427e-06	0.00223323	outer_retina	NOMINAL_P<0.05_AND_ABS_RG>=0.10	0.946757473668865	0.0194343	0.9985897938128142	0.9923521471550971	
ret_art_tort	sys_t2d_scott2017	-0.14994	-1	0.82853	0.0224819	0	1	0.747880572783824	LAVA_rho_CI_normal_approximation_two_sided	ret_art_tort	sys_t2d_scott2017	ret_art_tort__sys_t2d_scott2017	482	482	3	69784970	71223281	297	0.00623621	0.0222137	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.747880572783824	-0.14994	0.9850696008722969	0.9646135084793569	
ret_art_tort	sys_ckd_wuttke2019	0.30233	-0.39778	1	0.0914035	0	1	0.396519899443206	LAVA_rho_CI_normal_approximation_two_sided	ret_art_tort	sys_ckd_wuttke2019	ret_art_tort__sys_ckd_wuttke2019	482	482	3	69784970	71223281	297	0.00623621	0.00223323	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.396519899443206	0.30233	0.8731192714100792	0.8685288964100074	
ret_ven_tort	sys_t2d_scott2017	-0.290268	-1	0.65479	0.0842553	0	1	0.491706212671129	LAVA_rho_CI_normal_approximation_two_sided	ret_ven_tort	sys_t2d_scott2017	ret_ven_tort__sys_t2d_scott2017	482	482	3	69784970	71223281	297	0.0205651	0.0222137	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.491706212671129	-0.290268	0.9215727183829145	0.8697084351905436	
ret_ven_tort	sys_ckd_wuttke2019	-0.207861	-1	0.64104	0.0432063	0	1	0.619531462904978	LAVA_rho_CI_normal_approximation_two_sided	ret_ven_tort	sys_ckd_wuttke2019	ret_ven_tort__sys_ckd_wuttke2019	482	482	3	69784970	71223281	297	0.0205651	0.00223323	microvasculature	NOMINAL_P<0.05_AND_ABS_RG>=0.10;PREDEFINED_BIOLOGY_PRIORITY	0.619531462904978	-0.207861	0.9632845983292276	0.9771171811597484	
ret_ven_density	sys_t2d_scott2017	-0.536317	-1	0.16141	0.287636	0	1	0.0702728363677799	LAVA_rho_CI_normal_approximation_two_sided	ret_ven_density	sys_t2d_scott2017	ret_ven_density__sys_t2d_scott2017	482	482	3	69784970	71223281	297	0.000777411	0.0222137	microvasculature	PREDEFINED_BIOLOGY_PRIORITY	0.0702728363677799	-0.536317	0.39697792783647196	0.3763361568220483	
ret_ven_density	sys_ckd_wuttke2019	0.559613	-0.00624	1	0.313167	0	1	0.0292545555054841	LAVA_rho_CI_normal_approximation_two_sided	ret_ven_density	sys_ckd_wuttke2019	ret_ven_density__sys_ckd_wuttke2019	482	482	3	69784970	71223281	297	0.000777411	0.00223323	microvasculature	NOMINAL_P<0.05_AND_ABS_RG>=0.10;PREDEFINED_BIOLOGY_PRIORITY	0.0292545555054841	0.559613	0.22862435127535827	0.28123005281407826	
ret_rnfl_left	sys_ad_kunkle2019	-0.686047	-1	-0.17361	0.47066	0.03168	1	0.00113704207562377	LAVA_rho_CI_normal_approximation_two_sided	ret_rnfl_left	sys_ad_kunkle2019	ret_rnfl_left__sys_ad_kunkle2019	483	483	3	71223282	72334704	432	0.000388292	0.00343882	neuroretina	PREDEFINED_BIOLOGY_PRIORITY	0.00113704207562377	-0.686047	0.020764498275875735	0.023102627627446602	
ret_rnfl_left	sys_pd_nalls2019_clinical	-0.619773	-1	-0.14609	0.384119	0.0227	1	0.00443964742612486	LAVA_rho_CI_normal_approximation_two_sided	ret_rnfl_left	sys_pd_nalls2019_clinical	ret_rnfl_left__sys_pd_nalls2019_clinical	483	483	3	71223282	72334704	432	0.000388292	0.00023889	neuroretina	PREDEFINED_BIOLOGY_PRIORITY	0.00443964742612486	-0.619773	0.05969932781354436	0.05456093021053446	
ret_gcipl_left	sys_ad_kunkle2019	0.514292	-0.11106	1	0.264496	0	1	0.0696050433571561	LAVA_rho_CI_normal_approximation_two_sided	ret_gcipl_left	sys_ad_kunkle2019	ret_gcipl_left__sys_ad_kunkle2019	483	483	3	71223282	72334704	432	0.00427657	0.00343882	neuroretina	PREDEFINED_BIOLOGY_PRIORITY	0.0696050433571561	0.514292	0.39506215821162216	0.4192680258689873	
ret_gcipl_left	sys_pd_nalls2019_clinical	-0.205636	-0.9548	0.40752	0.042286	0	0.93112	0.554054660748035	LAVA_rho_CI_normal_approximation_two_sided	ret_gcipl_left	sys_pd_nalls2019_clinical	ret_gcipl_left__sys_pd_nalls2019_clinical	483	483	3	71223282	72334704	432	0.00427657	0.00023889	neuroretina	PREDEFINED_BIOLOGY_PRIORITY	0.554054660748035	-0.205636	0.9421943290071065	0.9150271275093289	
ret_inl_left	sys_ad_kunkle2019	0.348951	-0.15226	1	0.121767	0	1	0.235183065135062	LAVA_rho_CI_normal_approximation_two_sided	ret_inl_left	sys_ad_kunkle2019	ret_inl_left__sys_ad_kunkle2019	483	483	3	71223282	72334704	432	1.27392e-05	0.00343882	neuroretina	PREDEFINED_BIOLOGY_PRIORITY	0.235183065135062	0.348951	0.7258080742518047	0.6935907344661151	
ret_inl_left	sys_pd_nalls2019_clinical	-0.000774557	-0.47484	0.49878	5.99939e-07	0	0.33092	0.997511822601008	LAVA_rho_CI_normal_approximation_two_sided	ret_inl_left	sys_pd_nalls2019_clinical	ret_inl_left__sys_pd_nalls2019_clinical	483	483	3	71223282	72334704	432	1.27392e-05	0.00023889	neuroretina	PREDEFINED_BIOLOGY_PRIORITY	0.997511822601008	-0.000774557	0.9999182059026329	0.9979468259704259	
ret_inl_elm_left	sys_ad_kunkle2019	-0.0333345	-0.56913	0.46892	0.00111119	0	0.40558	0.899827597005894	LAVA_rho_CI_normal_approximation_two_sided	ret_inl_elm_left	sys_ad_kunkle2019	ret_inl_elm_left__sys_ad_kunkle2019	483	483	3	71223282	72334704	432	1.118e-07	0.00343882	neuroretina	PREDEFINED_BIOLOGY_PRIORITY	0.899827597005894	-0.0333345	0.99748270806353	0.998186246047112	
ret_inl_elm_left	sys_pd_nalls2019_clinical	-0.0113921	-0.46324	0.43502	0.000129779	0	0.27081	0.960350198930709	LAVA_rho_CI_normal_approximation_two_sided	ret_inl_elm_left	sys_pd_nalls2019_clinical	ret_inl_elm_left__sys_pd_nalls2019_clinical	483	483	3	71223282	72334704	432	1.118e-07	0.00023889	neuroretina	PREDEFINED_BIOLOGY_PRIORITY	0.960350198930709	-0.0113921	0.9985897938128142	0.9979080403159123	
ret_elm_isos_left	sys_ckd_wuttke2019	-0.242473	-0.70249	0.17109	0.058793	0	0.4935	0.276584164648128	LAVA_rho_CI_normal_approximation_two_sided	ret_elm_isos_left	sys_ckd_wuttke2019	ret_elm_isos_left__sys_ckd_wuttke2019	483	483	3	71223282	72334704	432	8.85064e-05	3.46294e-07	outer_retina	NOMINAL_P<0.05_AND_ABS_RG>=0.10	0.276584164648128	-0.242473	0.7740249748611372	0.7481956248814745	
ret_elm_isos_left	sys_ad_kunkle2019	-0.1126	-0.76655	0.47659	0.0126787	0	0.65735	0.722547895769562	LAVA_rho_CI_normal_approximation_two_sided	ret_elm_isos_left	sys_ad_kunkle2019	ret_elm_isos_left__sys_ad_kunkle2019	483	483	3	71223282	72334704	432	8.85064e-05	0.00343882	outer_retina	PREDEFINED_BIOLOGY_PRIORITY	0.722547895769562	-0.1126	0.9831126156216928	0.9802917052374844	
ret_isos_rpe_left	sys_ad_kunkle2019	-0.0569425	-1	0.92916	0.00324244	0	1	0.907887559270587	LAVA_rho_CI_normal_approximation_two_sided	ret_isos_rpe_left	sys_ad_kunkle2019	ret_isos_rpe_left__sys_ad_kunkle2019	483	483	3	71223282	72334704	432	0.0408582	0.00343882	outer_retina	PREDEFINED_BIOLOGY_PRIORITY	0.907887559270587	-0.0569425	0.9982975627079327	0.9900177996354739	
ret_isos_rpe_left	sys_pd_nalls2019_clinical	-0.365608	-1	0.34219	0.133669	0	1	0.285621984890545	LAVA_rho_CI_normal_approximation_two_sided	ret_isos_rpe_left	sys_pd_nalls2019_clinical	ret_isos_rpe_left__sys_pd_nalls2019_clinical	483	483	3	71223282	72334704	432	0.0408582	0.00023889	outer_retina	NOMINAL_P<0.05_AND_ABS_RG>=0.10	0.285621984890545	-0.365608	0.784929536651404	0.7534813098339531	
ret_macular_total_left	sys_ckd_wuttke2019	-0.166184	-0.74973	0.33049	0.0276172	0	0.56943	0.54647380240295	LAVA_rho_CI_normal_approximation_two_sided	ret_macular_total_left	sys_ckd_wuttke2019	ret_macular_total_left__sys_ckd_wuttke2019	483	483	3	71223282	72334704	432	0.00262738	3.46294e-07	outer_retina	NOMINAL_P<0.05_AND_ABS_RG>=0.10	0.54647380240295	-0.166184	0.9397006551706507	0.955052097194202	
