exposure	outcome	n_iv_final	method	beta	se	ci_low	ci_high	OR	p	q_amendment004_global	heterogeneity_Q	heterogeneity_p	egger_intercept	egger_p	weighted_median	weighted_median_p	weighted_mode	weighted_mode_p	egger_beta	steiger_direction	steiger_p	variance_explained_exposure	variance_explained_outcome	presso_status	loo_status	loo_beta_min	loo_beta_max	evidence_status	pair_id	direction	retinal_trait	disease	n_iv_initial	frequency_semantics	mean_F	min_F	effect_scale	multiple_testing_family
ret_macular_total_left	sys_ckd_wuttke2019	54	IVW_random_effects	-0.0560443301534052	0.0370983427414414	-0.1287557458127514	0.0166670855059409	0.9454972209245068	0.1308658384153887	0.9627805128788594	88.70912257013417	0.0015290427046271	0.0027667066560963	0.2017597472732407	0.0349524064731856	0.1904835682364587	0.0227316454748951	0.3945368132025689	-0.0517220800977536	True	5.3201425233566095e-294	0.0652901877757012	0.0052838659380841	COMPUTED_NO_OUTLIER	COMPUTED	-0.0638820973859474	-0.0309964072127974	NULL	ret_macular_total_left__sys_ckd_wuttke2019	ret_macular_total_left_to_sys_ckd_wuttke2019	ret_macular_total_left	sys_ckd_wuttke2019	66	EFFECT_ALLELE	62.01598820378781	30.10398957137831	log_odds	BH_across_112_Amendment004_primary_directions
sys_ckd_wuttke2019	ret_macular_total_left	16	IVW_random_effects	-0.008262405060876	0.0198381109340341	-0.0471443880128921	0.0306195778911399	NA	0.6770503682185931	0.9627805128788594	12.72016097144264	0.6239026183139664	-0.0004137771522419	0.8427338593244399	0.0158545820295037	0.4241755107207746	0.0016912408459769	0.9320609623243492	-0.0101500840753134	True	0.0	0.050369252914	0.0002696246660703	COMPUTED_NO_OUTLIER	COMPUTED	-0.019016983062958	-0.0004616044911096	NULL	ret_macular_total_left__sys_ckd_wuttke2019	sys_ckd_wuttke2019_to_ret_macular_total_left	ret_macular_total_left	sys_ckd_wuttke2019	23	EFFECT_ALLELE	67.41229033728953	29.56640625000001	standardized_continuous_trait	BH_across_112_Amendment004_primary_directions
ret_macular_total_left	sys_ad_kunkle2019	60	IVW_random_effects	0.0101331718452197	0.0442629240228448	-0.0766205650899864	0.0968869087804259	1.0101846862855697	0.8189222580701451	0.9627805128788594	67.44993815042127	0.2106149276999912	-0.0002658782085246	0.913769865173485	-0.0123570953411691	0.7556216063019867	0.0634333586490472	0.1101137029915915	0.0121856740805333	True	6.2806434310516065e-195	0.0713164198112464	0.0084271444989318	COMPUTED_NO_OUTLIER	COMPUTED	-0.0063872083053064	0.0232291010049457	NULL	ret_macular_total_left__sys_ad_kunkle2019	ret_macular_total_left_to_sys_ad_kunkle2019	ret_macular_total_left	sys_ad_kunkle2019	66	EFFECT_ALLELE	60.9400645432769	30.10398957137831	log_odds	BH_across_112_Amendment004_primary_directions
sys_ad_kunkle2019	ret_macular_total_left	18	IVW_random_effects	0.0081539773845334	0.0122626434431446	-0.0158803621192857	0.0321883168883525	NA	0.5060859880976556	0.9627805128788594	20.653661663874985	0.2421663070355776	0.0010827691536938	0.6025963592276005	-0.000878545529887	0.9083214425092236	-0.0017201168549333	0.8216170404509979	0.0027131107003743	True	0.0	0.3346634975276982	0.0004382946495588	COMPUTED_NO_OUTLIER	COMPUTED	0.0017034248564512	0.0141309945859511	NULL	ret_macular_total_left__sys_ad_kunkle2019	sys_ad_kunkle2019_to_ret_macular_total_left	ret_macular_total_left	sys_ad_kunkle2019	19	UNKNOWN	201.459973137048	30.46466520492495	standardized_continuous_trait	BH_across_112_Amendment004_primary_directions
ret_macular_total_left	sys_pd_nalls2019_clinical	53	IVW_random_effects	-0.0731791008700483	0.0604633606180739	-0.1916851100657275	0.0453269083256308	0.9294343526169068	0.2261619229454954	0.9627805128788594	50.638906861391256	0.5275347035356979	0.0051594336497819	0.157788517474498	-0.0393684753539768	0.5149735961843706	-0.1017862466323951	0.0922905633284748	-0.0756508644972398	True	1.8573040620052346e-74	0.0649744645897403	0.0151570974952016	COMPUTED_NO_OUTLIER	COMPUTED	-0.0898767161015184	-0.0466645439823002	NULL	ret_macular_total_left__sys_pd_nalls2019_clinical	ret_macular_total_left_to_sys_pd_nalls2019_clinical	ret_macular_total_left	sys_pd_nalls2019_clinical	66	EFFECT_ALLELE	62.88077414193712	30.10398957137831	log_odds	BH_across_112_Amendment004_primary_directions
sys_pd_nalls2019_clinical	ret_macular_total_left	10	IVW_random_effects	-0.0327558263528331	0.0366980780109254	-0.1046827375560862	0.0391710848504199	NA	0.372084237363496	0.9627805128788594	55.61523807084542	9.296085679011412e-09	0.0046367634826482	0.5465168474314632	-0.0156514340344168	0.2673713870904958	0.0069147335587946	0.6241257914466244	-0.0423879965799815	True	0.0	0.1236095278382324	0.0018565305866526	COMPUTED_NO_OUTLIER	COMPUTED	-0.0490157929787168	-0.0070620635593131	NULL	ret_macular_total_left__sys_pd_nalls2019_clinical	sys_pd_nalls2019_clinical_to_ret_macular_total_left	ret_macular_total_left	sys_pd_nalls2019_clinical	15	EFFECT_ALLELE	57.90051221977404	31.768595041322307	standardized_continuous_trait	BH_across_112_Amendment004_primary_directions
ret_macular_total_left	sys_sle_bentham2015	52	IVW_random_effects	-0.1244729745912073	0.0987718962696006	-0.3180623339643454	0.0691163847819307	0.8829621234562802	0.2075949191913206	0.9627805128788594	68.74623074581558	0.0493583356481213	-0.0017918378939026	0.7480893782039438	0.0423876481523352	0.586078047200151	0.104203717321158	0.1806874254410019	-0.0817384485750076	True	4.578579969608647e-15	0.0631417731683776	0.031776622044334	COMPUTED_NO_OUTLIER	COMPUTED	-0.146780916793365	-0.0736874706190085	NULL	ret_macular_total_left__sys_sle_bentham2015	ret_macular_total_left_to_sys_sle_bentham2015	ret_macular_total_left	sys_sle_bentham2015	66	EFFECT_ALLELE	62.28825158443896	30.10398957137831	log_odds	BH_across_112_Amendment004_primary_directions
sys_sle_bentham2015	ret_macular_total_left	28	IVW_random_effects	-0.0007774997592389	0.0042684926653816	-0.0091435916516601	0.0075885921331822	NA	0.8554661468263353	0.9627805128788594	23.462339683758984	0.6599431295278083	0.0008668102624405	0.582437515183305	-0.0023204337244144	0.5867036806659685	-0.0038575689518696	0.3661380810227489	-0.0012209005763675	True	0.0	0.999998000001	0.0004738566298991	COMPUTED_NO_OUTLIER	COMPUTED	-0.002882464435843	0.0008400703284057	NULL	ret_macular_total_left__sys_sle_bentham2015	sys_sle_bentham2015_to_ret_macular_total_left	ret_macular_total_left	sys_sle_bentham2015	43	UNKNOWN	104.28994117494138	29.960511751951863	standardized_continuous_trait	BH_across_112_Amendment004_primary_directions
ret_macular_total_left	sys_ibd_delange2017	44	IVW_random_effects	0.0128463434059496	0.0553919378981454	-0.0957198599082916	0.1214125467201909	1.0129292121486375	0.8166023213045012	0.9627805128788594	74.4000578644216	0.0020805272053059	0.0004691474071086	0.8791863278975544	0.0465165450893329	0.2347654607127064	0.0319624292520308	0.4142619120188139	0.0207286613217628	True	4.781650558009844e-144	0.0541735296933986	0.0066462078699275	COMPUTED_NO_OUTLIER	COMPUTED	-0.0050269889800367	0.0310245482246296	NULL	ret_macular_total_left__sys_ibd_delange2017	ret_macular_total_left_to_sys_ibd_delange2017	ret_macular_total_left	sys_ibd_delange2017	66	EFFECT_ALLELE	63.20762802900084	30.10398957137831	log_odds	BH_across_112_Amendment004_primary_directions
sys_ibd_delange2017	ret_macular_total_left	90	IVW_random_effects	-0.001155124712843	0.006697030562767	-0.01428106341923	0.0119708139935439	NA	0.8630577323392445	0.9627805128788594	95.9553925077991	0.288417453941548	0.0013619780145995	0.0934862945252503	-0.003920720583764	0.5311187214894513	0.0052982361821196	0.3973604910217826	-0.0021360838211513	NA	NA	NA	NA	COMPUTED_NO_OUTLIER	COMPUTED	-0.0025999783498311	0.000378345216072	NULL	ret_macular_total_left__sys_ibd_delange2017	sys_ibd_delange2017_to_ret_macular_total_left	ret_macular_total_left	sys_ibd_delange2017	117	UNKNOWN	71.21789186123773	29.86149172298345	standardized_continuous_trait	BH_across_112_Amendment004_primary_directions
