pair_key	direction	status	global_p	outlier_count
ret_elm_isos_left__sys_stroke_megastroke2018	sys_stroke_megastroke2018_to_ret_elm_isos_left	COMPUTED_NO_OUTLIER	NA	NA
ret_gcipl_left__sys_stroke_megastroke2018	sys_stroke_megastroke2018_to_ret_gcipl_left	COMPUTED_NO_OUTLIER	NA	NA
ret_inl_elm_left__sys_stroke_megastroke2018	sys_stroke_megastroke2018_to_ret_inl_elm_left	COMPUTED_NO_OUTLIER	NA	NA
ret_inl_left__sys_stroke_megastroke2018	sys_stroke_megastroke2018_to_ret_inl_left	COMPUTED_NO_OUTLIER	NA	NA
ret_isos_rpe_left__sys_stroke_megastroke2018	sys_stroke_megastroke2018_to_ret_isos_rpe_left	COMPUTED_NO_OUTLIER	NA	NA
ret_macular_total_left__sys_stroke_megastroke2018	sys_stroke_megastroke2018_to_ret_macular_total_left	COMPUTED_NO_OUTLIER	NA	NA
ret_rnfl_left__sys_stroke_megastroke2018	sys_stroke_megastroke2018_to_ret_rnfl_left	COMPUTED_NO_OUTLIER	NA	NA
ret_ven_density__sys_stroke_megastroke2018	sys_stroke_megastroke2018_to_ret_ven_density	NOT_ELIGIBLE_LT4_IV	NA	NA
ret_ven_tort__sys_stroke_megastroke2018	sys_stroke_megastroke2018_to_ret_ven_tort	NOT_ELIGIBLE_LT4_IV	NA	NA
ret_art_density__sys_t2d_scott2017	sys_t2d_scott2017_to_ret_art_density	COMPUTED_NO_OUTLIER	NA	NA
ret_art_tort__sys_t2d_scott2017	sys_t2d_scott2017_to_ret_art_tort	COMPUTED_NO_OUTLIER	NA	NA
ret_avr__sys_t2d_scott2017	sys_t2d_scott2017_to_ret_avr	COMPUTED_NO_OUTLIER	NA	NA
ret_crae__sys_t2d_scott2017	sys_t2d_scott2017_to_ret_crae	COMPUTED_NO_OUTLIER	NA	NA
ret_crve__sys_t2d_scott2017	sys_t2d_scott2017_to_ret_crve	COMPUTED_NO_OUTLIER	NA	NA
ret_elm_isos_left__sys_t2d_scott2017	sys_t2d_scott2017_to_ret_elm_isos_left	COMPUTED_NO_OUTLIER	NA	NA
ret_gcipl_left__sys_t2d_scott2017	sys_t2d_scott2017_to_ret_gcipl_left	COMPUTED_NO_OUTLIER	NA	NA
ret_inl_elm_left__sys_t2d_scott2017	sys_t2d_scott2017_to_ret_inl_elm_left	COMPUTED_NO_OUTLIER	NA	NA
ret_inl_left__sys_t2d_scott2017	sys_t2d_scott2017_to_ret_inl_left	COMPUTED_NO_OUTLIER	NA	NA
ret_isos_rpe_left__sys_t2d_scott2017	sys_t2d_scott2017_to_ret_isos_rpe_left	COMPUTED_NO_OUTLIER	NA	NA
ret_macular_total_left__sys_t2d_scott2017	sys_t2d_scott2017_to_ret_macular_total_left	COMPUTED_NO_OUTLIER	NA	NA
ret_rnfl_left__sys_t2d_scott2017	sys_t2d_scott2017_to_ret_rnfl_left	COMPUTED_NO_OUTLIER	NA	NA
ret_ven_density__sys_t2d_scott2017	sys_t2d_scott2017_to_ret_ven_density	COMPUTED_NO_OUTLIER	NA	NA
ret_ven_tort__sys_t2d_scott2017	sys_t2d_scott2017_to_ret_ven_tort	COMPUTED_NO_OUTLIER	NA	NA
